Code,Description,Declarable
8708949910,"Hub gear made of cold rolled carbon steel (per ASTM A1008), molded into the plastic and pressed on pinion, with:
 
-an outer diameter of 81,2 mm or more, but not more than 82,55 mm,
 
-an inner diameter of 25,9 mm or more, but not more than 25,97 mm,
 
-a height of the lower side of inner diameter of 11,63 mm or more, but not more than 12,13 mm,
 
-a height of the upper side of inner diameter of 3,25 mm or more, but not more than 3,5 mm,
 
-an overall height of 11,63 mm or more, but not more than 19,5 mm
for use in the manufacture of vehicle's steering system",True
8708949920,"Intermediate steering shaft forming part of the steering column with:
 
-a torsional rigidity of 25 Nm/degree or more,
 
-a tubular male shaft in welded carbon steel tube (per GB/T 699 grade 20),
 
-a tubular female shaft in welded carbon steel tube (per with GB/T 699 grade 20),
 
-two spiders universal joint made of chromium alloy steel (per GB/T 5216 grade 20CrMnTiH),
 
-a length in nominal telescope position of 396 mm or more but not more than 467 mm,
 
-a coupling interface on both ends with internal toothing,
 
-two cardan joints on both sides,
 
-a telescope shaft function with a range of 74 mm or more but not more than 115 mm,
for use in the manufacture of vehicle's steering system",True
8708949930,"Lower assist shaft as part of the steering column made of carbon steel (per GB/T699 grade 45 or JIS G4051 grade S45C) with:
 
-an ultimate torsional strength load of 325 Nm or more and Johnson Apparent Elastic Limit (J.A.E.L) values of 275 Nm or more,
 
-a length of 66,39 mm or more but not more than 88,64 mm,
 
-an outer diameter of 27,47 mm or more but not more than 28,38 mm,
 
-an inner hole of diameter 6,50 mm or more but not more than 6,58 mm,
 
-an external 26-teeth spline with major diameter 21,18 mm or more but not more than 21,44 mm,
 
-a knurling on a part of outer surface of major diameter 26,0 mm or more but not more than 26,1 mm,
 
-with or without an external 24-tooth spline and with a major diameter 24,75 mm or more but not more than 25 mm,
for use in the manufacture of vehicle's steering system",True
8708949940,"Upper assist shaft as part of the steering column made of carbon steel (per GB/T699 grade 45) with:
 
-an ultimate torsional strength load of 325 Nm or more and Johnson Apparent Elastic Limit (J.A.E.L) values of 275 Nm or more,
 
-a length of 165,3 mm or more but not more than 204,2 mm,
 
-an outer diameter of 22,87 mm or more but not more than 22,92 mm,
 
-an internal hole of diameter 6,50 or more but not more than 6,58 mm,
 
-an external spline,
for use in the manufacture of vehicle's steering system",True
8708949950,"Lower shaft as part of the steering column made of aluminium alloy (per ASTM B221M grade 6105), air quenched and tempered with:
 
-an ultimate torsional strength of 260 Nm or more,
 
-a length of 296,7 mm or more but not more than 297,8 mm,
 
-an external 18-tooth spline on all shaft length with major diameter of 28,7 mm or more but not more than 29 mm,
 
-an 18-tooth internal spline with a minor diameter of 19,7 mm or more but not more than 20 mm,
for use in the manufacture of vehicle's steering system",True
8708949960,"Torsion bar as part of the steering column made of carbon alloy steel (per SAE J1268, grade 5160H of modified chemistry for carbon content of 0,53 or more, but not more than 0,56) with:
 
-a shaft torsional stiffness of 2,5 Nm/degree or more but not more than 2,7 Nm/degree,
 
-a length of 107,75 mm or more but not more than 108,25 mm,
 
-an outer diameter of 6,38 mm or more but not more than 6,42 mm,
 
-two external 18-tooth splines on both shaft ends with a major diameter of 6,70 mm or more but not more than 6,85 mm, as interface to pressing with matting input and output shafts,
 
-entire surface shot peened,
for use in the manufacture of vehicle's steering system",True
8708949970,"Tubular steering shaft as part of the steering column made of carbon steel welded tube (per EN 10305/2, E235  C or GB/T699 grade 20) with:
 
-an ultimate torsional strength of 300 Nm or more and Johnson Apparent Elastic Limit (J.A.E.L) values of 275 Nm or more,
 
-a length of 245,48 mm or more but not more than 287,5 mm,
 
-an outer diameter of 23,95 mm or more but not more than 32,25 mm,
 
-an interface for steering wheel connection either in a form of an external 40-tooth spline with major diameter of 17,1 mm or more but not more than 17,5 mm and an internal thread M12x1,75-6H or in a form of an external hexagon with a short diagonal of 15,05 mm or more but not more than 15,35mm and an internal thread M10x1.5-6H,
 
-an interface either in a form of an internal 10-tooth spline of length of 98.0 mm or more but not more than 160 mm, with minor diameter of 16,1 mm or more but not more than 16,4 mm or in a form of an internal 48-tooth spline of length of 151 mm or more but not more than 160 mm, with minor diameter of 23,2 mm or more but not more than 23,3 mm,
for use in the manufacture of vehicle's steering system",True
8708949990,Other,True
8708959100,Of closed-die forged steel,True
8708959930,"Inflatable safety cushion| of high strength polyamide fibre:
 
-|sewn,
 
-|folded,
 
-|with three-dimensionally applied silicone bonding for air bag cavity forming and load-regulated air bag sealing
 
-|suitable for cool inflator technology",True
8708959940,"Inflatable sewn safety cushion of high strength polyamide fibre: 
 
-folded into three-dimensional packing form, fixed by thermal forming, dedicated fixation seams, fabric cover or plastic staples, or 
 
-flat safety cushion with or without thermal folding",True
8708959950,"Airbag inflator containing both pyrotechnics and cold gas as propellant for safety airbags of vehicles, in each individual consignment of 1 000 pieces or more",True
8708959990,Other,True
8708999300,Of closed-die forged steel,True
8708999722,"Silicone or plastic keyboards, comprising:
 
-parts of common metal, and
 
-whether or not comprising parts of plastic,
 
-epoxy resin reinforced with fiberglass or wood,
 
-whether or not printed or surface-treated,
 
-with or without electrical conductors
 
-with or without a membrane bonded to the keyboard,
 
-with or without mono or multilayer protective film",True
8708999728,"A set of Type 4 H2 cylinders, in accordance with the EC 79 standard, consisting of two to eight cylinders on aluminum frames:
 
-cylinders made of high density polyethylene (HDPE) composite reinforced with a braid of glass and carbon fibers in epoxy resin,
 
-with an operating pressure of not less than 35 MPa,
 
-with a durability declared by the manufacturer of not less than 20 years,
 
-with a cylinder capacity of 180 liters or more but not more than 375 liters,
 
-equipped with a set of solenoid, manual and safety PRD valves,
 
-with a total width of 1 800 mm or more but not more than 2 300 mm,
 
-with a total height of 400 mm or more but not more than 500 mm,
 
-with a total length of 1 200 mm or more but not more than 3 600 mm",True
8708999738,"A set of Compressed Natural Gas (CNG) cylinders type CNG-4, in accordance with the ECE R110 standard, consisting of four or five cylinders on aluminum frames:
 
-made of high density polyethylene (HDPE) composite reinforced with a braid of glass and carbon fibers in epoxy resin,
 
-with an operating pressure of not less than 20 MPa,
 
-with a shelf life declared by the manufacturer of not less than 20 years,
 
-with a cylinder capacity of 315 liters or more but not more than 375 liters,
 
-equipped with a set of solenoid, manual and safety PRD valves,
 
-with a total width of 2 200 mm or more but not more than 2 300 mm,
 
-with a total height of 450 mm or more but not more than 460 mm,
 
-with a total length of 3500 mm or more but not more than 3 600 mm",True
8708999743,"Outer tie rod with a housing made of AISI 4137 (SCM435) steel or EN10083/2- C45R  N steel or JIS G4053-SCM435 low alloy steel, with:
 
-a ball stud made of EN 10263/4 - 41CrS4 Q  T steel or AISI 4137 (SCM435) steel or EN10083/3-42CrMoS4Q  T steel or JIS G4053-SCM435 low alloy steel,
 
-a polyoxymethylene plastic ball seat,
 
-a distance between the end of the threaded hole and the centre of the ball stud of 124 mm or more but not more than 194 mm,
 
-a ball stud diameter of 21,98 mm or more but no more than 22 mm,
 
-a threaded hole depth of 40,5 mm or more but no more than 52 mm with dimensions M14x1,5,
 
-a boot seal,
 
-a boot seal protector and retaining ring,
 
-lubricant,
for use in the manufacture of vehicle's steering system",True
8708999750,"Aluminium engine bracket, with dimensions of:
 
-height of more than 10 mm but not more than 200 mm,
 
-width of more than 10 mm but not more than 250 mm,
 
-length of more than 10 mm but not more than 200 mm,
equipped with at least two fixing holes, made of aluminium alloys ENAC-46100 or ENAC-42100 (based on the norm EN:1706) with following characteristics:
 
-internal porosity not more than 1 mm,
 
-outer porosity not more than 2 mm,
 
-rockwell hardness HRB 10 or more,
of a kind used in the production of suspensions systems for engines in motor vehicles",True
8708999775,"Aluminium alloy support bracket, with mounting holes, whether or not with fixation nuts, for indirect connection of the gearbox to the car body for use in the manufacture of goods of Chapter 87",True
8708999790,Other,True
8711209200,Exceeding 50|cm$3|but not exceeding 125|cm$3,True
8711209800,Exceeding 125|cm$3|but not exceeding 250|cm$3,True
8802601100,Telecommunication satellites,True
8802601900,Other,True
8807902100,Of telecommunication satellites,True
8807902900,Other,True
8904009100,Seagoing,True
8904009900,Other,True
8904009100,Seagoing,True
8904009900,Other,True
8906909100,Of a weight not exceeding 100|kg each,True
8906909900,Other,True
9001408000,Other,True
9001504940,"Organic uncut corrective eyeglass lens, finished on both sides, to undergo a coating, colouring, edging, mounting or any other substantial process for use in the manufacture of corrective glasses",True
9001504990,Other,True
9004109100,With lenses of plastics,True
9004109900,Other,True
9026102100,Flow meters,True
9026102900,Other,True
9026108100,Flow meters,True
9026108900,Other,True
9028301100,For single-phase,True
9028301900,For multiphase,True
9029203810,For use in civil aircraft,True
9029203890,Other,True
9403105100,Desks,True
9403105800,Other,True
9403109100,"Cupboards with doors, shutters or flaps",True
9403109300,"Filing, card-index and other cabinets",True
9403109800,Other,True
9403301100,Desks,True
9403301900,Other,True
9403309100,"Cupboards with doors, shutters or flaps; filing, card-index and other cabinets",True
9403309900,Other,True
9405413100,Of plastics,True
9405413910,Hand-made,True
9405413990,Other,True
9405423100,Of plastics,True
9405423910,Hand-made,True
9405423990,Other,True
9406909000,Of other materials,True
9503002900,Parts and accessories,True
9503003500,Of plastics,True
9503003910,"Hand-made, of wood",True
9503003990,Other,True
9503004100,Stuffed,True
9503004910,"Hand-made, of wood",True
9503004990,Other,True
9503005510,"Hand-made, of wood",True
9503005590,Other,True
9503006900,Other,True
9503007900,Of other materials,True
9503008500,Die-cast miniature models of metal,True
9503008700,Portable interactive electronic education devices primarily designed for children,True
9503009910,"Hand-made, of wood",True
9503009990,Other,True
9506112100,Monoskis and snowboards,True
9506112900,Other,True
9603909100,"Road-sweeping brushes; household type brooms and brushes, including shoe brushes and clothes brushes; brushes for grooming animals",True
9603909900,Other,True
9608109200,With replaceable refill,True
9608109900,Other,True
9619008100,Napkins and napkin liners for babies,True
9619008900,"Other (for example, incontinence care articles)",True
9620009900,Other,True
